School Name,Board,State,City/District,Email ID,Contact Number
Greenwood Secondary School Branch 28,NIOS,Himachal Pradesh,District 434,contact@greenwoodsecondaryschoolbranch28.edu.in,028-2022474
Vivekananda Secondary School Branch 71,NIOS,Jharkhand,District 57,contact@vivekanandasecondaryschoolbranch71.edu.in,021-5646442
Vidya Mandir Primary School Branch 40,CBSE,Karnataka,District 327,contact@vidyamandirprimaryschoolbranch40.edu.in,019-7603922
Adarsh Public School Branch 62,CBSE,Kerala,District 436,contact@adarshpublicschoolbranch62.edu.in,025-2466893
St. Joseph's Vidyalaya Branch 68,ICSE,Madhya Pradesh,District 47,contact@stjosephsvidyalayabranch68.edu.in,056-3512759
Greenwood Convent Branch 29,State Board,Maharashtra,District 165,contact@greenwoodconventbranch29.edu.in,014-3523900
Adarsh International Branch 72,IGCSE,Manipur,District 38,contact@adarshinternationalbranch72.edu.in,028-1165195
St. Joseph's Vidyalaya Branch 69,State Board,Meghalaya,District 95,contact@stjosephsvidyalayabranch69.edu.in,039-8738631
Navodaya International Branch 79,ICSE,Mizoram,District 232,contact@navodayainternationalbranch79.edu.in,030-3442698
Army High School Branch 11,IB,Nagaland,District 99,contact@armyhighschoolbranch11.edu.in,045-4409226
Vidya Mandir Convent Branch 63,ICSE,Odisha,District 333,contact@vidyamandirconventbranch63.edu.in,050-5872958
Greenwood Academy Branch 51,State Board,Punjab,District 251,contact@greenwoodacademybranch51.edu.in,039-3421866
Government International Branch 32,IB,Rajasthan,District 389,contact@governmentinternationalbranch32.edu.in,091-8786896
KV Vidyalaya Branch 16,ICSE,Sikkim,District 159,contact@kvvidyalayabranch16.edu.in,013-6351643
Model Vidyalaya Branch 42,IB,Tamil Nadu,District 630,contact@modelvidyalayabranch42.edu.in,063-9845754
Bharatiya Vidyalaya Branch 91,CBSE,Telangana,District 520,contact@bharatiyavidyalayabranch91.edu.in,062-7611066
Greenwood High School Branch 35,State Board,Tripura,District 586,contact@greenwoodhighschoolbranch35.edu.in,024-7654810
Vivekananda Primary School Branch 54,State Board,Uttar Pradesh,District 435,contact@vivekanandaprimaryschoolbranch54.edu.in,014-1589750
New Era Vidyalaya Branch 99,CBSE,Uttarakhand,District 237,contact@neweravidyalayabranch99.edu.in,060-8027128
Global Public School Branch 90,IB,West Bengal,District 145,contact@globalpublicschoolbranch90.edu.in,097-8710760
KV Convent Branch 80,NIOS,Andaman and Nicobar Islands,District 77,contact@kvconventbranch80.edu.in,045-3647611
Heritage Primary School Branch 82,IB,Chandigarh,District 42,contact@heritageprimaryschoolbranch82.edu.in,022-2386145
Global Vidyalaya Branch 76,CBSE,Dadra and Nagar Haveli,District 440,contact@globalvidyalayabranch76.edu.in,041-8283299
Greenwood Primary School Branch 19,CBSE,Lakshadweep,District 475,contact@greenwoodprimaryschoolbranch19.edu.in,083-8025336
Saraswati International Branch 26,State Board,Delhi,District 258,contact@saraswatiinternationalbranch26.edu.in,027-6604653
Adarsh International Branch 99,CBSE,Puducherry,District 635,contact@adarshinternationalbranch99.edu.in,058-6809600
Model Secondary School Branch 23,State Board,Ladakh,District 682,contact@modelsecondaryschoolbranch23.edu.in,052-2984456
Adarsh High School Branch 42,ICSE,Jammu and Kashmir,District 365,contact@adarshhighschoolbranch42.edu.in,086-8308891
Saraswati Primary School Branch 1,CBSE,Andhra Pradesh,District 17,contact@saraswatiprimaryschoolbranch1.edu.in,011-4916705
New Era Primary School Branch 72,ICSE,Arunachal Pradesh,District 603,contact@neweraprimaryschoolbranch72.edu.in,057-9329331
Greenwood Public School Branch 45,IGCSE,Assam,District 559,contact@greenwoodpublicschoolbranch45.edu.in,098-3583612
Model International Branch 1,ICSE,Bihar,District 168,contact@modelinternationalbranch1.edu.in,071-8660437
St. Joseph's Academy Branch 34,ICSE,Chhattisgarh,District 394,contact@stjosephsacademybranch34.edu.in,018-8885961
Army Academy Branch 67,IGCSE,Goa,District 471,contact@armyacademybranch67.edu.in,088-2221173
Vivekananda High School Branch 59,NIOS,Gujarat,District 668,contact@vivekanandahighschoolbranch59.edu.in,013-1583878
Adarsh High School Branch 17,State Board,Haryana,District 230,contact@adarshhighschoolbranch17.edu.in,029-9489683
Navodaya Vidyalaya Branch 47,State Board,Himachal Pradesh,District 350,contact@navodayavidyalayabranch47.edu.in,018-8854526
New Era Vidyalaya Branch 68,CBSE,Jharkhand,District 587,contact@neweravidyalayabranch68.edu.in,058-5658513
Government Primary School Branch 33,IB,Karnataka,District 617,contact@governmentprimaryschoolbranch33.edu.in,034-5878402
Heritage International Branch 93,State Board,Kerala,District 470,contact@heritageinternationalbranch93.edu.in,096-3790302
Navodaya Academy Branch 82,CBSE,Madhya Pradesh,District 512,contact@navodayaacademybranch82.edu.in,021-9790085
New Era Vidyalaya Branch 68,IGCSE,Maharashtra,District 626,contact@neweravidyalayabranch68.edu.in,099-6407824
New Era Public School Branch 28,NIOS,Manipur,District 230,contact@newerapublicschoolbranch28.edu.in,083-7591216
Army Public School Branch 94,CBSE,Meghalaya,District 427,contact@armypublicschoolbranch94.edu.in,038-7629153
Greenwood Primary School Branch 57,CBSE,Mizoram,District 490,contact@greenwoodprimaryschoolbranch57.edu.in,097-5999180
Carmel Secondary School Branch 83,IB,Nagaland,District 443,contact@carmelsecondaryschoolbranch83.edu.in,030-6940088
Heritage Vidyalaya Branch 99,State Board,Odisha,District 473,contact@heritagevidyalayabranch99.edu.in,080-9679217
Tagore Vidyalaya Branch 58,IGCSE,Punjab,District 359,contact@tagorevidyalayabranch58.edu.in,031-8714440
Vidya Mandir International Branch 99,NIOS,Rajasthan,District 654,contact@vidyamandirinternationalbranch99.edu.in,058-9226456
Army Public School Branch 21,State Board,Sikkim,District 645,contact@armypublicschoolbranch21.edu.in,039-1665639
Global Vidyalaya Branch 19,IGCSE,Tamil Nadu,District 128,contact@globalvidyalayabranch19.edu.in,081-2605651
Tagore Public School Branch 2,IGCSE,Telangana,District 7,contact@tagorepublicschoolbranch2.edu.in,096-4160384
Vivekananda Primary School Branch 47,IGCSE,Tripura,District 345,contact@vivekanandaprimaryschoolbranch47.edu.in,019-7045840
Model Primary School Branch 48,CBSE,Uttar Pradesh,District 369,contact@modelprimaryschoolbranch48.edu.in,068-4914068
Global High School Branch 5,NIOS,Uttarakhand,District 358,contact@globalhighschoolbranch5.edu.in,066-6169066
Army International Branch 10,State Board,West Bengal,District 230,contact@armyinternationalbranch10.edu.in,089-8591426
St. Joseph's Convent Branch 3,IGCSE,Andaman and Nicobar Islands,District 149,contact@stjosephsconventbranch3.edu.in,062-8230056
St. Joseph's Vidyalaya Branch 98,ICSE,Chandigarh,District 144,contact@stjosephsvidyalayabranch98.edu.in,052-3586810
Bharatiya International Branch 46,CBSE,Dadra and Nagar Haveli,District 13,contact@bharatiyainternationalbranch46.edu.in,029-3070623
Army Public School Branch 47,NIOS,Lakshadweep,District 29,contact@armypublicschoolbranch47.edu.in,093-6677883
Government Academy Branch 88,NIOS,Delhi,District 146,contact@governmentacademybranch88.edu.in,073-4226011
Heritage Secondary School Branch 65,ICSE,Puducherry,District 442,contact@heritagesecondaryschoolbranch65.edu.in,059-8960419
Adarsh High School Branch 21,ICSE,Ladakh,District 686,contact@adarshhighschoolbranch21.edu.in,091-7989886
Government High School Branch 99,IGCSE,Jammu and Kashmir,District 211,contact@governmenthighschoolbranch99.edu.in,081-3840094
St. Joseph's Academy Branch 58,State Board,Andhra Pradesh,District 281,contact@stjosephsacademybranch58.edu.in,055-5621353
Saraswati Primary School Branch 96,ICSE,Arunachal Pradesh,District 373,contact@saraswatiprimaryschoolbranch96.edu.in,061-5675795
Saraswati Public School Branch 76,IB,Assam,District 88,contact@saraswatipublicschoolbranch76.edu.in,099-9348844
Vivekananda Academy Branch 37,ICSE,Bihar,District 149,contact@vivekanandaacademybranch37.edu.in,064-1147091
Bharatiya Academy Branch 43,CBSE,Chhattisgarh,District 469,contact@bharatiyaacademybranch43.edu.in,085-6409611
Global Public School Branch 76,NIOS,Goa,District 2,contact@globalpublicschoolbranch76.edu.in,094-1800222
Model Public School Branch 30,CBSE,Gujarat,District 190,contact@modelpublicschoolbranch30.edu.in,032-1890779
Vidya Mandir Vidyalaya Branch 86,NIOS,Haryana,District 245,contact@vidyamandirvidyalayabranch86.edu.in,011-6976743
Heritage International Branch 87,NIOS,Himachal Pradesh,District 219,contact@heritageinternationalbranch87.edu.in,016-9502400
Army Secondary School Branch 83,ICSE,Jharkhand,District 36,contact@armysecondaryschoolbranch83.edu.in,063-5429539
KV Primary School Branch 64,NIOS,Karnataka,District 581,contact@kvprimaryschoolbranch64.edu.in,012-1082321
Adarsh Academy Branch 91,ICSE,Kerala,District 534,contact@adarshacademybranch91.edu.in,018-5627943
Saraswati Secondary School Branch 31,State Board,Madhya Pradesh,District 572,contact@saraswatisecondaryschoolbranch31.edu.in,070-7067058
Global Public School Branch 69,ICSE,Maharashtra,District 258,contact@globalpublicschoolbranch69.edu.in,021-3022873
Vivekananda Primary School Branch 1,ICSE,Manipur,District 665,contact@vivekanandaprimaryschoolbranch1.edu.in,010-5375794
Model High School Branch 98,IGCSE,Meghalaya,District 458,contact@modelhighschoolbranch98.edu.in,039-5379404
St. Joseph's Primary School Branch 90,IGCSE,Mizoram,District 483,contact@stjosephsprimaryschoolbranch90.edu.in,010-2430335
KV Convent Branch 7,State Board,Nagaland,District 235,contact@kvconventbranch7.edu.in,013-9448607
Vivekananda International Branch 78,State Board,Odisha,District 520,contact@vivekanandainternationalbranch78.edu.in,097-4886918
Global International Branch 85,NIOS,Punjab,District 106,contact@globalinternationalbranch85.edu.in,080-9225444
Global Secondary School Branch 33,NIOS,Rajasthan,District 526,contact@globalsecondaryschoolbranch33.edu.in,025-3838934
KV Vidyalaya Branch 85,ICSE,Sikkim,District 470,contact@kvvidyalayabranch85.edu.in,034-3450538
Vivekananda Academy Branch 95,CBSE,Tamil Nadu,District 490,contact@vivekanandaacademybranch95.edu.in,075-6075455
KV Secondary School Branch 12,NIOS,Telangana,District 433,contact@kvsecondaryschoolbranch12.edu.in,040-3040301
Government International Branch 20,NIOS,Tripura,District 347,contact@governmentinternationalbranch20.edu.in,046-1474948
Adarsh Secondary School Branch 61,State Board,Uttar Pradesh,District 344,contact@adarshsecondaryschoolbranch61.edu.in,059-7319102
Government High School Branch 27,ICSE,Uttarakhand,District 165,contact@governmenthighschoolbranch27.edu.in,077-9457089
Vivekananda High School Branch 46,IB,West Bengal,District 511,contact@vivekanandahighschoolbranch46.edu.in,077-2742169
New Era Convent Branch 27,State Board,Andaman and Nicobar Islands,District 478,contact@neweraconventbranch27.edu.in,041-4042180
Adarsh Secondary School Branch 25,IGCSE,Chandigarh,District 142,contact@adarshsecondaryschoolbranch25.edu.in,099-4133526
Greenwood Academy Branch 12,IGCSE,Dadra and Nagar Haveli,District 529,contact@greenwoodacademybranch12.edu.in,010-4685968
Vivekananda High School Branch 46,IGCSE,Lakshadweep,District 163,contact@vivekanandahighschoolbranch46.edu.in,021-9198449
Army Academy Branch 14,CBSE,Delhi,District 522,contact@armyacademybranch14.edu.in,023-1997808
Vidya Mandir International Branch 30,State Board,Puducherry,District 134,contact@vidyamandirinternationalbranch30.edu.in,055-2181149
Model Public School Branch 86,CBSE,Ladakh,District 55,contact@modelpublicschoolbranch86.edu.in,049-8136827
Navodaya International Branch 67,IGCSE,Jammu and Kashmir,District 89,contact@navodayainternationalbranch67.edu.in,033-9970701
Vidya Mandir Public School Branch 52,NIOS,Andhra Pradesh,District 10,contact@vidyamandirpublicschoolbranch52.edu.in,081-6929950
Tagore Secondary School Branch 21,State Board,Arunachal Pradesh,District 68,contact@tagoresecondaryschoolbranch21.edu.in,097-8153486
Government Vidyalaya Branch 15,CBSE,Assam,District 33,contact@governmentvidyalayabranch15.edu.in,050-2351899
Vidya Mandir Academy Branch 68,ICSE,Bihar,District 672,contact@vidyamandiracademybranch68.edu.in,029-8426196
Vivekananda Academy Branch 69,State Board,Chhattisgarh,District 681,contact@vivekanandaacademybranch69.edu.in,010-9233939
KV Vidyalaya Branch 37,IB,Goa,District 202,contact@kvvidyalayabranch37.edu.in,070-9645302
Model High School Branch 70,State Board,Gujarat,District 639,contact@modelhighschoolbranch70.edu.in,043-9073202
Army Primary School Branch 2,CBSE,Haryana,District 132,contact@armyprimaryschoolbranch2.edu.in,092-8509188
Global High School Branch 23,State Board,Himachal Pradesh,District 684,contact@globalhighschoolbranch23.edu.in,023-4679286
Government Convent Branch 6,IB,Jharkhand,District 290,contact@governmentconventbranch6.edu.in,077-1486411
Global Convent Branch 13,ICSE,Karnataka,District 67,contact@globalconventbranch13.edu.in,034-8155003
Saraswati Vidyalaya Branch 40,State Board,Kerala,District 500,contact@saraswatividyalayabranch40.edu.in,041-4705556
Bharatiya Secondary School Branch 50,State Board,Madhya Pradesh,District 176,contact@bharatiyasecondaryschoolbranch50.edu.in,069-8192849
Greenwood Secondary School Branch 38,ICSE,Maharashtra,District 623,contact@greenwoodsecondaryschoolbranch38.edu.in,037-8383631
Tagore Convent Branch 12,ICSE,Manipur,District 266,contact@tagoreconventbranch12.edu.in,090-6081043
Army Secondary School Branch 45,ICSE,Meghalaya,District 602,contact@armysecondaryschoolbranch45.edu.in,030-3438540
Saraswati Secondary School Branch 75,IGCSE,Mizoram,District 118,contact@saraswatisecondaryschoolbranch75.edu.in,046-6041691
Global International Branch 17,IB,Nagaland,District 18,contact@globalinternationalbranch17.edu.in,047-6111618
Bharatiya International Branch 97,ICSE,Odisha,District 608,contact@bharatiyainternationalbranch97.edu.in,071-3764833
St. Joseph's Convent Branch 20,NIOS,Punjab,District 34,contact@stjosephsconventbranch20.edu.in,015-5163519
Greenwood International Branch 34,NIOS,Rajasthan,District 258,contact@greenwoodinternationalbranch34.edu.in,035-7954832
Adarsh Vidyalaya Branch 25,NIOS,Sikkim,District 102,contact@adarshvidyalayabranch25.edu.in,051-9122263
Carmel Vidyalaya Branch 34,NIOS,Tamil Nadu,District 685,contact@carmelvidyalayabranch34.edu.in,085-4420810
Army Vidyalaya Branch 35,NIOS,Telangana,District 58,contact@armyvidyalayabranch35.edu.in,059-9378023
Carmel High School Branch 76,State Board,Tripura,District 418,contact@carmelhighschoolbranch76.edu.in,034-4751428
Global Academy Branch 71,NIOS,Uttar Pradesh,District 244,contact@globalacademybranch71.edu.in,043-7274652
Global High School Branch 35,IB,Uttarakhand,District 527,contact@globalhighschoolbranch35.edu.in,064-2220369
Army Secondary School Branch 43,IGCSE,West Bengal,District 174,contact@armysecondaryschoolbranch43.edu.in,087-2126326
Carmel Vidyalaya Branch 29,ICSE,Andaman and Nicobar Islands,District 446,contact@carmelvidyalayabranch29.edu.in,067-6704722
Carmel Secondary School Branch 49,State Board,Chandigarh,District 377,contact@carmelsecondaryschoolbranch49.edu.in,031-1755154
Saraswati International Branch 83,ICSE,Dadra and Nagar Haveli,District 129,contact@saraswatiinternationalbranch83.edu.in,061-7836882
Government Convent Branch 86,IGCSE,Lakshadweep,District 658,contact@governmentconventbranch86.edu.in,044-2799628
Heritage Academy Branch 81,State Board,Delhi,District 361,contact@heritageacademybranch81.edu.in,013-5265215
Government Primary School Branch 27,CBSE,Puducherry,District 608,contact@governmentprimaryschoolbranch27.edu.in,067-6787053
Global Academy Branch 14,CBSE,Ladakh,District 136,contact@globalacademybranch14.edu.in,041-9828032
New Era International Branch 60,IGCSE,Jammu and Kashmir,District 274,contact@newerainternationalbranch60.edu.in,013-4110177
Adarsh Primary School Branch 19,CBSE,Andhra Pradesh,District 267,contact@adarshprimaryschoolbranch19.edu.in,026-8970495
St. Joseph's Public School Branch 30,NIOS,Arunachal Pradesh,District 632,contact@stjosephspublicschoolbranch30.edu.in,015-1252982
Carmel Primary School Branch 92,NIOS,Assam,District 474,contact@carmelprimaryschoolbranch92.edu.in,079-7766611
Vidya Mandir Convent Branch 29,State Board,Bihar,District 547,contact@vidyamandirconventbranch29.edu.in,042-7459979
Adarsh Primary School Branch 38,NIOS,Chhattisgarh,District 277,contact@adarshprimaryschoolbranch38.edu.in,079-6830370
St. Joseph's Academy Branch 33,State Board,Goa,District 130,contact@stjosephsacademybranch33.edu.in,082-1741722
Vidya Mandir Public School Branch 7,State Board,Gujarat,District 582,contact@vidyamandirpublicschoolbranch7.edu.in,016-8116131
Vidya Mandir High School Branch 16,IGCSE,Haryana,District 495,contact@vidyamandirhighschoolbranch16.edu.in,040-1823606
Heritage Academy Branch 28,State Board,Himachal Pradesh,District 111,contact@heritageacademybranch28.edu.in,098-5314102
Navodaya Secondary School Branch 78,NIOS,Jharkhand,District 537,contact@navodayasecondaryschoolbranch78.edu.in,085-2524472
Tagore Primary School Branch 26,CBSE,Karnataka,District 483,contact@tagoreprimaryschoolbranch26.edu.in,018-3859415
Government Secondary School Branch 48,CBSE,Kerala,District 529,contact@governmentsecondaryschoolbranch48.edu.in,048-3801628
